id,class
14278962987112149800,githeri
14724565304350980770,githeri
4559900493837052792,githeri
14005763157321875172,githeri
3819821120387391182,githeri
3538391152492031019,githeri
17566700413819485115,githeri
10229702182160656293,githeri
2188602597815199949,githeri
13476490868244371174,githeri
8070982625010221007,githeri
14713738564118739456,githeri
17020818403639173602,githeri
1032427835199381093,githeri
12894647629808879934,githeri
16213983940334592922,githeri
15062233551849204711,githeri
1819829499420454440,githeri
16044883435360842449,githeri
4573570833138625685,githeri
16831340281664030941,githeri
13658525598127451479,githeri
243824650859683846,githeri
9460488671594531482,githeri
8538468527647487933,githeri
13962925923858718920,githeri
4534908463155914489,githeri
1620186597243445155,githeri
194001473914712709,githeri
7596515420833393067,githeri
2167472832973071748,githeri
3916922270849322539,githeri
18442100593261771656,githeri
15297279726889639215,githeri
5907777417117531572,githeri
16630673409726501490,githeri
9246005384877149487,githeri
2079440503748202253,githeri
10425864454214045915,githeri
202246973074143646,githeri
7217843086834892636,githeri
12036075370824959992,githeri
8941554909795876495,githeri
2958456027739209009,githeri
6114937434563834968,githeri
4630248291925314477,githeri
11683649573558361077,githeri
1624470310833203051,githeri
14607054158180563529,githeri
11803038434384094573,githeri
10103880306144111056,githeri
17507957776151987213,githeri
6301312999276278847,githeri
8825262543999539006,githeri
4604777264719153176,githeri
12130217950914062945,githeri
10417318954029439173,githeri
2305994797978406383,githeri
11029185080571368890,githeri
3266638287142952961,githeri
9843285252588590422,githeri
6495491736352024662,githeri
14138881966352177956,githeri
8769843346745293765,githeri
5336103338836818402,githeri
11222642482546978211,githeri
6788082404579518161,githeri
12712131558095137259,githeri
9176651522555521957,githeri
7916739319163634799,githeri
12325798262685786653,githeri
3505533519795043254,githeri
4393321964761669995,githeri
15270276203868829962,githeri
11147791062438948080,githeri
11790948274972909438,githeri
3419377226414902314,githeri
14451758350905927900,githeri
15080108265011730234,githeri
13797436175108368587,githeri
10802787978865522683,githeri
6047317205398611449,githeri
1098573203162321131,githeri
12213824237060560373,githeri
4051709886444513666,githeri
17329416576849502382,githeri
13716250552694063645,githeri
5805478143224464923,githeri
18436989662986939489,githeri
1149843062122526330,githeri
18074772345092420397,githeri
18238021363785974835,githeri
950498462978541503,githeri
12292407619375729254,githeri
10255517232282120020,githeri
17195394400965914009,githeri
17614656344863746575,githeri
13462425662306532814,githeri
7536822853777513008,githeri
15588508511223459849,githeri
10593078625807902479,githeri
12311944710412992333,githeri
2094173774896177864,githeri
18356986450660443534,githeri
13952093662018245409,githeri
21963992750917740,githeri
13076129160838624192,githeri
14934936221349989987,githeri
8268939151875554532,githeri
7588213173685510207,githeri
3913689400851668602,githeri
684544971385033864,githeri
12651101168203645828,githeri
10549333422864644059,githeri
16697922472189609619,githeri
5129992033966677950,githeri
17493891441797324816,githeri
7227627156812319299,githeri
2419804169388265070,githeri
6268827259356947227,githeri
13777742879836625986,githeri
10030693913556779303,githeri
16212212740476843159,githeri
6114706260042534127,githeri
16123882081317975149,githeri
16034114566181285156,githeri
18420128872789838652,githeri
12159263390112852127,githeri
5619496437104413711,githeri
3516361957514782159,githeri
3628363286510308081,githeri
62315201311673231,githeri
248513954547835988,githeri
7357094811401065719,githeri
7689006531613782808,githeri
6173998037640260793,githeri
6688977305495129778,githeri
914110618510126911,githeri
8438808528074940359,githeri
12972999452236899669,githeri
16921925695798403008,githeri
1947877945976510213,githeri
8069969498279769695,githeri
1494794499011011985,githeri
9965680930902257412,githeri
16770919428822080853,githeri
3863261994188150700,githeri
4818022618673487136,githeri
17099257271471074204,githeri
70711585966009796,githeri
2069511116308421521,githeri
7012460466200000409,githeri
4516625517931520947,githeri
11543024943605373021,githeri
2498595325108569215,githeri
18096498829522754964,githeri
9022737918913737253,githeri
4462194659147342287,githeri
10158853411626609832,githeri
14274298906822704576,githeri
9554833042102850557,githeri
7355183979021311074,githeri
15316327673274986999,githeri
13147892234761138114,githeri
16425446292677113756,githeri
7192153897908991133,githeri
5022455876845258160,githeri
3908034796758366142,githeri
1431446354888972751,githeri
8849025397513741570,githeri
18193269968533076965,githeri
1006585947644423620,githeri
17521190265835075407,githeri
2431672666993270040,githeri
5192559588684634877,githeri
17283559985038823040,githeri
14407833955694020216,githeri
7522162048450226452,githeri
8615883346624002369,githeri
6581708631012101888,githeri
5178076893221672095,githeri
12193928515289046150,githeri
8085667222079548138,githeri
17092165999312875419,githeri
3555953440381195890,githeri
7920197697977803164,githeri
3327654024796233480,githeri
13437629229746978938,githeri
17106064900350678072,githeri
1032220153517785599,githeri
16861808718908807981,githeri
11289416237370514461,githeri
13914639659530710782,githeri
15284634986828540727,githeri
3968030308157566243,githeri
4311639097974963798,githeri
2768667936382086855,githeri
17925417494658274670,githeri
13820850437262806205,githeri
13497793634916117115,githeri
12125340249428998225,githeri
6177520283201969780,githeri
5575362813805538958,githeri
1462023346706004462,githeri
7486941956588226737,githeri
11524503717158034379,githeri
16578147552330393639,githeri
3463377224358576214,githeri
1417725730922480275,githeri
1880604816165993167,githeri
12341892350150636486,githeri
3803351726690051284,githeri
15076229117780095288,githeri
10881594324612334480,githeri
9112575659824287480,githeri
2713860184014229249,githeri
15095751180567633565,githeri
3228258923430120433,githeri
4056815444064376228,githeri
1187838614734011761,githeri
15744421677046418045,githeri
17946890698747349474,githeri
8431920115291913756,githeri
16611266958827427038,githeri
7278142838640733787,githeri
3558382597781575079,githeri
6547517987428283015,githeri
1317879274962821065,githeri
15315019574090906226,githeri
6293372938233955048,githeri
14808200049003239412,githeri
13949382688417348110,githeri
14777017191960017821,githeri
7137541340022629510,githeri
7811943087334440856,githeri
851635748668277500,githeri
14139470626357888712,githeri
4197237275090508054,githeri
17455155766447737896,githeri
18013077816092683993,githeri
8168492746049905944,githeri
6052486889685579944,githeri
15363898864040059866,githeri
4114335968441007255,githeri
7606155709157969988,githeri
12718052357310370080,githeri
7404886300161802094,githeri
2420146226928423587,githeri
5352661124314256287,githeri
815129099867142845,githeri
4241316475083459920,githeri
2001670295911397173,githeri
12809796348208429082,githeri
13523065622692759101,githeri
14089943128003399476,githeri
1624898252672574411,githeri
18088879026747703884,githeri
7932226352857151929,githeri
9859758081000319226,githeri
5900242480190430601,githeri
13522438690573832186,githeri
7314652936798489017,githeri
5719899351962542210,githeri
10737429813420844729,githeri
842303688400692243,githeri
17650253255223601531,githeri
15795475298220062405,githeri
389803006275205014,githeri
14038873093697378415,githeri
11691892113220822203,githeri
12294089399921489803,githeri
12795158123364328376,githeri
7741883228979030630,githeri
5315311095367672092,githeri
11142697307714789883,githeri
15757986308995805324,githeri
14092740163192020202,githeri
18190090369269226392,githeri
14505498986198940512,githeri
1663813611528329737,githeri
14391726211715286552,githeri
6146613756349012345,githeri
13933805814784732224,githeri
1158250948610061727,githeri
7198375059208906400,githeri
14641393919336657245,githeri
14809729260286446650,githeri
9553588400072128272,githeri
4048224949948654900,githeri
11606270246051169142,githeri
1514187945566495463,githeri
12146958979235757480,githeri
4201053737508894754,githeri
13343496578385481576,githeri
1309412045642661022,githeri
17704871682888291021,githeri
1807144751654850987,githeri
14143407131713016334,githeri
18252402091457638576,githeri
5195220801836695255,githeri
7276571922276139904,githeri
18073019249388127270,githeri
3395561779011964756,githeri
16188561187459271851,githeri
4164840472385148958,githeri
8566660793227630778,githeri
929696714472695173,githeri
17070690021441980327,githeri
13190220095752321996,ugali
1568337449603094217,ugali
17639573463858125721,ugali
1724817864137516832,ugali
14808064362936386593,ugali
12187139668332920611,ugali
14912807618029779931,ugali
4574280785893276989,ugali
1864690356239667091,ugali
335646144186467822,ugali
10664451729861174096,ugali
5531150674163796931,ugali
5173160112443385544,ugali
2485597006653605888,ugali
7673558291081750083,ugali
2359935108984405843,ugali
16716140063788988074,ugali
1991728053359600784,ugali
7202406510597894966,ugali
8782029940143264930,ugali
16733946872331548594,ugali
220524068788151209,ugali
14827826203101138522,ugali
331139528853146546,ugali
13714808397422548708,ugali
3625330147936573465,ugali
16420554661802143932,ugali
13780286551679338509,ugali
7249265054392332051,ugali
5237016818878190204,ugali
13104865628321811766,ugali
9021874202573065077,ugali
1332224732489317294,ugali
16759948336873450483,ugali
6891081601865097609,ugali
14642412649010759065,ugali
2296594078456534284,ugali
342090556845777199,ugali
3153353203860389207,ugali
13092231436949425447,ugali
15124146058272403049,ugali
16667798980214308644,ugali
15034798858546225817,ugali
13491784328477713564,ugali
6341013824237110168,ugali
17416301638908778838,ugali
6589944125552083260,ugali
7866130600514541109,ugali
4293033358643161241,ugali
